,category
21292,"Juice and Smoothies, Healthy, Fast Food"
21293,"American, Burgers, Fast Food"
21294,"Sandwich, American"
21295,Fast Food
21296,"American, Burgers, Fast Food"
21297,Pizza
21298,"Ice Cream + Frozen Yogurt, Desserts, Kids Friendly"
21299,"American, Burgers, Fast Food"
21300,"American, burger, Fast Food, Family Meals"
21301,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21302,"American, burger, Fast Food, Family Meals"
21303,"Burgers, Fast Food, Burgers, Sandwiches, American"
21304,"American, Fast Food, Burgers"
21305,"American, Fried Chicken, Wings"
21306,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
21307,"American, Fast Food, wings, Family Meals, Family Friendly"
21308,"American, Bar Food, Wings, Chicken, Burgers, Alcohol"
21309,"American, Burgers, Fast Food"
21310,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
21311,"Healthy, Mexican, Salads, Family Meals"
21312,"Salads, Sandwich, Deli, Desserts, Healthy, Family Meals"
21313,"Breakfast and Brunch, Traditional American, Family Meals"
21314,"Fried Chicken, Traditional American, Comfort Food, Dinner, Family Meals, Family Friendly"
21315,"Burritos, Fast Food, Mexican"
21316,"American, Fast Food, Burgers"
21317,"Asian, Chinese, Family Meals"
21318,"American, Burgers, Fast Food, Fast Food"
21319,"Chinese, Asian"
21320,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts"
21321,"Bakery, Desserts, Snacks"
21322,Burgers
21323,"pizza, Family Meals"
21324,"Sushi, Asian, Japanese"
21325,"Mexican, Latin American, New Mexican, Exclusive to Eats"
21326,"American, burger, Fast Food, Family Meals"
21327,"Breakfast &amp; Brunch, Donuts"
21328,"Sandwich, New American, Comfort Food"
21329,"Comfort Food, American, Wings, Family Meals"
21330,"Pizza, American, Italian"
21331,"Breakfast and Brunch, Family Meals, Family Friendly"
21332,"American, Fast Food, Burgers"
21333,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21334,"Burgers, American, Sandwiches, Chicken, Comfort Food"
21335,"Fast Food, American, Burgers"
21336,"American, Fast Food, Burgers, Group Friendly"
21337,"Desserts, Comfort Food, Snacks"
21338,"Japanese, Asian, Sushi"
21339,"Seafood, Southern"
21340,"Desserts, PIzza, Wings"
21341,"Comfort Food, Cajun, Southern, Seafood"
21342,American
21343,"Mexican, Latin American, New Mexican, Tex Mex, Spanish, Chicken, Steak"
21344,"American, Wings"
21345,"Seafood, American, Salads"
21346,"American, burger, Family Friendly"
21347,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21348,"Mexican, Latin American, New Mexican, Family Meals"
21349,"Asian, Chinese, Family Meals"
21350,"Sushi, Ramen, Desserts"
21351,"Italian, Pasta, Salads, Healthy"
21352,"American, burger, Fast Food"
21353,"Burgers, American, Sandwiches, Family Meals, Comfort Food, Pasta, Salads, Steak, Wings, Burgers"
21354,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
21355,"Sandwich, Deli"
21356,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food"
21357,"Healthy, Mexican"
21358,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals"
21359,"Salads, Sandwich, Deli, Healthy, Family Meals"
21360,"Pizza, Wings, Pasta, Salads, Family Meals, Healthy"
21361,"Mexican, Latin American, New Mexican, Alcohol"
21362,"Mexican, Latin American, New Mexican"
21363,"Sandwich, Salads, Family Meals, Healthy"
21364,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken"
21365,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21366,"American, Salads, Comfort Food, Fried Chicken"
21367,"Alcohol, Liquor Stores"
21368,"Sandwich, Soup, Comfort Food"
21369,"American, Barfood, Wings, Chicken, Burgers"
21370,"BBQ, American, Chicken"
21371,wings
21372,"American, Fast Food, wings, Family Meals, Family Friendly"
21373,"American, Burgers, Fast Food"
21374,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
21375,"Burritos, Fast Food, Mexican"
21376,"American, Burgers, Fast Food, Fast Food"
21377,"Burgers, Fast Food, Burgers, Sandwiches, American"
21378,"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American, Alcohol"
21379,"Fast Food, Sandwich, American"
21380,"Salads, Sandwich, Deli, Healthy, Family Meals"
21381,"American, Fried Chicken"
21382,"Pizza, American, Italian"
21383,"Burgers, American, Sandwiches, Comfort Food, Chicken, Family Meals"
21384,"Asian, Chinese, Family Meals"
21385,"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American, Alcohol"
21386,"African: Other, Comfort Food, Chicken, Black-owned"
21387,"Asian, Sushi, Healthy"
21388,"Poke, Hawaiian, Japanese"
21389,"American, Breakfast and Brunch, Desserts"
21390,"Coffee and Tea, Desserts, Comfort Food"
21391,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21392,"Fast Food, Sandwich, American"
21393,"Mediterranean, Halal, Middle Eastern"
21394,"Mediterranean, Greek, Vegetarian"
21395,"Mexican, Burritos, Bowls, Salads"
21396,"American, Fast Food, Burgers"
21397,"American, Family Meals, Family Friendly"
21398,"Fast Food, Sandwich, American"
21399,"Deli, Salads, Sandwich, Healthy"
21400,"Pizza, Pasta, Wings"
21401,"Salads, Sandwich, Burgers"
21402,"Pizza, American, Italian"
21403,"Seafood, Wings, Desserts"
21404,"Burgers, American, Sandwiches, Wings"
21405,"Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care"
21406,"New American, American, Burgers, Sandwich, Pizza, Pasta, Wings, Seafood, Breakfast and Brunch"
21407,"Bakery, Cafe, Salads"
21408,"American, Burgers"
21409,"American, Fast Food, Burgers"
21410,"BBQ, American, Sandwich, Family Meals"
21411,"Salads, Bar Food, Pizza, Healthy, Family Meals"
21412,"Seafood, American, Comfort Food"
21413,"Cupcakes, Bakery, Desserts"
21414,"pizza, Pastry, Chicken, Family Meals"
21415,wings
21416,"Desserts, Bakery"
21417,"Hot Dog, American"
21418,"American, Burgers, Bar Food, Sandwiches, Burgers"
21419,American
21420,"pizza, Family Meals"
21421,"Sandwich, American"
21422,Brazilian
21423,"American, Fast Food, Burgers"
21424,"American, Fast Food, Burgers"
21425,"Hot Dog, Sushi, Salads"
21426,"Mediterranean, Greek, Vegetarian"
21427,"Burgers, American, Sandwiches"
21428,"Korean, Asian, BBQ"
21429,"Ramen, Japanese, Noodles, Sushi, Exclusive to Eats"
21430,"Indian, Asian"
21431,"Chinese, Asian Fusion"
21432,"Asian, Bubble Tea"
21433,"Mexican, Latin American, New Mexican"
21434,"Lebanese, Halal, Family Meals"
21435,"Burgers, American, Sandwiches"
21436,"Italian, Pasta, Pizza"
21437,"American, Burgers, Sandwiches, Mexican"
21438,"Soul Food, Burgers, American"
21439,"Mexican, Salads, Healthy"
21440,"Korean, Asian, BBQ"
21441,"Korean, Asian, BBQ"
21442,"American, Chicken Strips, Wings, Chicken"
21443,"American, Southern"
21444,Pizza
21445,"Chinese, Asian, Noodles, Soup"
21446,"American, Sandwich"
21447,"American, Fried Chicken"
21448,"Breakfast and Brunch, Desserts, Healthy, Salads, Burgers, American, Sandwich"
21449,"American, Desserts, Bakery"
21450,"Pizza, American, Italian"
21451,"Burgers, American, Sandwiches"
21452,"pizza, American, Wings, Family Meals"
21453,"Latin American, Mexican, Vegetarian, Healthy"
21454,"Burgers, American, Sandwiches"
21455,"Seafood, American, Family Meals, Family Friendly"
21456,"American, Barfood, Wings"
21457,"American, Burgers, Sandwiches"
21458,"Pizza, American, Italian"
21459,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken"
21460,"American, Sandwich"
21461,"American, Fast Food, Burgers"
21462,American
21463,"American, Burgers, Pizza, Family Meals"
21464,"American, Burgers, Fast Food"
21465,"Mexican, Family Friendly, Tacos, Chicken"
21466,"Mediterranean, Greek, Halal, Family Friendly"
21467,"Breakfast and Brunch, Family Meals, Sandwich, Salads, Pasta, Cafe, Family Friendly"
21468,"Chicken, Salads, Asian, Chinese, Asian Fusion, Thai, Family Meals, Family Friendly"
21469,"pizza, Vegetarian Friendly, Kids Friendly, Family Meals"
21470,"Burgers, American, Fast Food, Comfort Food, Kids Friendly"
21471,"Pizza, Family Meals, American, Family Friendly, Keto, Plant Based"
21472,"Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care, Alcohol"
21473,"Mediterranean, Halal, Family Meals"
21474,"Burgers, American, Sandwiches, Family Meals, Family Friendly"
21475,"Japanese: Sushi, Wings, Family Friendly"
21476,"Juice and Smoothies, Coffee and Tea, Healthy, Family Meals, Group Friendly"
21477,"Sushi, Asian, Asian Fusion, Japanese, Rolls, Salads, Noodles, Healthy, Family Friendly"
21478,"Japanese, Asian, Rice-bowls, Group Friendly"
21479,"New American, Breakfast and Brunch, Burgers, Chicken, Comfort Food, American, Kids Friendly, Fried Chicken, Family Friendly, Drinks, Sandwich, Sandwiches, Salads, Salads, Affordable Meals, Family Meals, Desserts"
21480,"Latin American, Mexican, New American, Family Meals, Family Friendly"
21481,"Comfort Food, American, Wings, Family Meals, Family Friendly"
21482,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food, Group Friendly"
21483,"Alcohol, Liquor Stores, Wine"
21484,"Alcohol, Liquor Stores, Wine"
21485,"Alcohol, Liquor Stores, Wine"
21486,"Alcohol, Liquor Stores, Wine"
21487,"Mexican, Latin American, New Mexican, Wings, Sandwich, Alcohol"
21488,"Alcohol, Liquor Stores, Wine"
21489,"Noodles, Healthy, Salads, Bubble Tea, Chicken, Vegetarian Friendly, Vietnamese, Asian, Asian Fusion"
21490,"Mediterranean, Greek, Vegetarian"
21491,"American, Breakfast and Brunch, Juice and Smoothies, Healthy, Family Meals"
21492,"Seafood, Cajun, Comfort Food"
21493,"Comfort Food, Cajun, Southern, Seafood"
21494,"Pizza, American, Italian"
21495,"Wings, American, Fast Food, Family Meals, Alcohol, Fried Chicken, Chicken, Sandwich, Salads, Drinks"
21496,"Comfort Food, Caribbean, Cajun"
21497,"Japanese, Asian, Sushi, Exclusive to Eats"
21498,"Italian, Family Friendly"
21499,"American, Italian, Pizza, Pasta, Wings, Sandwich, Salads, Gourmet, Healthy, Family Friendly"
21500,"Bubble Tea, Coffee and Tea, Juice"
21501,Pizza
21502,"Vietnamese, Noodles, Rice &amp; Curry, Healthy"
21503,"Asian, Chinese, Family Meals"
21504,"Mexican, New Mexican, Tex Mex, Family Meals, Alcohol"
21505,"Asian Fusion, Asian, Japanese"
21506,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
21507,"Bubble Tea, Juice and Smoothies, Desserts, Kids Friendly, Vegetarian Friendly, Vegan Friendly, Healthy"
21508,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly"
21509,"American, burger, Fast Food"
21510,"American, Family Meals, Family Friendly"
21511,"Mexican, Latin American, New Mexican"
21512,"Healthy, Mexican"
21513,"Lebanese, Middle Eastern, Sandwich, Salads, Healthy"
21514,"Sandwich, Salads, Family Meals, Healthy"
21515,"Deli, Salads, Sandwich"
21516,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21517,"Thai, Asian, Noodles, Family Friendly"
21518,"Italian, Family Friendly, Exclusive to Eats"
21519,"Burgers, American, Sandwich, Chicken, Desserts"
21520,"Asian, Desserts, Bubble Tea"
21521,"Mexican, Latin American, New Mexican"
21522,"Bar Food, To Share, Wings, Burgers"
21523,"Wings, American, Fast Food"
21524,"Mexican, Allergy Friendly"
21525,"American, Seafood"
21526,"Ice Cream &amp; Frozen Yogurt, Desserts, Kids Friendly, Juice and Smoothies, Alcohol"
21527,"Pizza, Italian, Kids Friendly"
21528,"American, Bar Food, Wings, Alcohol"
21529,"Traditional American, Sandwich, American, Wings"
21530,"Burgers, American, Sandwiches"
21531,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21532,"Wings, Chicken, Fried Chicken, American, Fried Foods"
21533,"Burgers, American, Traditional American, Family Meals"
21534,"Asian Fusion, Asian, Korean, Group Friendly"
21535,"Wings, American, Chicken"
21536,"Burgers, Bar Food, American, Family Meals"
21537,"Mexican, Latin American, New Mexican"
21538,"American, Deli, Sandwich, Salads, Pasta, Family Meals"
21539,"American, Burgers, Fast Food"
21540,"Burritos, Fast Food, Mexican"
21541,"Pharmacy, Convenience, Everyday Essentials, Baby"
21542,"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American, Alcohol"
21543,"Mediterranean, Greek, Vegetarian, Healthy"
21544,"Fast Food, Sandwich, American"
21545,"Mexican, Latin American, New Mexican"
21546,"pizza, Sandwich, Italian"
21547,"Pharmacy, Convenience, Everyday Essentials, Baby"
21548,"American, burger, Fast Food"
21549,"American, burger, Fast Food"
21550,"American, Fast Food, Burgers"
21551,"Lebanese, Mediterranean"
21552,"Burgers, American, Sandwich, Salads"
21553,"Juice and Smoothies, Healthy, Kids Friendly, Comfort Food, Chicken, Fast Food"
21554,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food"
21555,"BBQ, American, Chicken"
21556,"Burgers, American, Sandwiches, Family Meals"
21557,"Tex Mex, Mexican, Family Meals"
21558,"Burgers, American, Sandwiches"
21559,"Burgers, American, Sandwiches, Steak"
21560,"Burgers, American, Sandwiches, Family Friendly"
21561,"Seafood, American, Southern, Healthy, Desserts, Alcohol"
21562,"Burgers, American, Sandwiches"
21563,"American, Burgers, Sandwiches"
21564,"Sandwich, Deli, American, Comfort Food, Kids Friendly"
21565,Fast Food
21566,"New American, Sandwiches, Comfort Food"
21567,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food"
21568,"Asian, Chinese, Family Meals"
21569,"American, Sandwich, Wings"
21570,"American, Fast Food, Comfort Food, Kids Friendly"
21571,"American, Salads, Comfort Food, Fried Chicken"
21572,"American, Breakfast and Brunch, Desserts"
21573,"New American, Breakfast and Brunch, Diner"
21574,"Breakfast and Brunch, American, Sandwiches"
21575,"Desserts, Vegetarian, Coffee and Tea"
21576,"American, Healthy, Juice and Smoothies"
21577,"Pizza, American, Italian"
21578,"Mexican, Tacos, Burritos"
21579,"Mexican, Burritos"
21580,"Comfort Food, Ice Cream &amp; Frozen Yogurt, American, Fast Food, Desserts"
21581,"German, European, Russian, Polish, Exclusive to Eats"
21582,"American, burger, Fast Food, Family Meals"
21583,"Fast Food, Sandwich, American"
21584,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
21585,"Burritos, Fast Food, Mexican"
21586,"American, Fast Food, Burgers"
21587,Burgers
21588,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals"
21589,Mexican
21590,"Chicken, Sandwich, Family Meals"
21591,"Fast Food, Family Meals"
21592,"Latin American, Mexican, New American, Family Meals"
21593,"Burgers, Fast Food, Burgers, Sandwiches, American"
21594,"Pizza, Wings, Desserts, Sandwiches"
21595,"Italian, Pizza, Pasta, Wings, Salads, Sandwich, American, Healthy"
21596,"Sandwich, Deli, American, Comfort Food, Kids Friendly"
21597,"Healthy, Mexican"
21598,"Salads, Sandwich, Deli, Desserts, Healthy, Family Meals"
21599,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken"
21600,"Italian, Pizza, American, Family Friendly, Gluten Free Friendly, Vegan"
21601,"Fast Food, American, Family Meals"
21602,"Mediterranean, Greek, Halal"
21603,"Sandwich, Salads, Fast Food, Healthy"
21604,"American, Salads, Comfort Food, Fried Chicken, Family Meals, Healthy"
21605,"American, Burgers, Sandwiches"
21606,"Fast Food, Sandwich, American"
21607,"American, Fast Food, Burgers"
21608,"American, Chicken, Sandwich"
21609,"Juice and Smoothies, Breakfast and Brunch, Vegetarian"
21610,"American, burger, Fast Food"
21611,"Chicken, Salads, Asian, Chinese, Asian Fusion, Thai, Family Friendly, Family Meals"
21612,"American, Wings, Chicken, Burgers, Alcohol"
21613,"American, Comfort Food, Fried Chicken, Family Meals, Sandwich, Family Friendly"
21614,"American, burger, Fast Food, Family Meals"
21615,"Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care"
21616,"Seafood, American, Family Meals, Family Friendly"
21617,"Everyday Essentials, Convenience, Pharmacy, Snacks"
21618,"American, Fast Food, Comfort Food, Kids Friendly"
21619,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals"
21620,"Burritos, Fast Food, Mexican"
21621,"New American, Pizza"
21622,"Mexican, Healthy, New Mexican"
21623,"American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food"
21624,"Desserts, Ice Cream &amp; Frozen Yogurt"
21625,"Sandwich, American"
21626,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy"
21627,"Burgers, American, Sandwiches, Family Meals, Comfort Food, Pasta, Salads, Steak, Wings, Burgers"
21628,"American, Burgers, Fast Food"
21629,"Healthy, Salads, Soup"
21630,"Breakfast and Brunch, Family Meals"
21631,"American, Chicken, Sandwich"
21632,"American, burger, Fast Food"
21633,"Southern, Comfort Food, Traditional American, Family Meals"
21634,"Sandwich, American"
21635,"American, burger, Fast Food, Family Meals"
21636,"Burgers, Fast Food, Burgers, Sandwiches, American"
21637,"American, Burgers, Fast Food"
21638,"Desserts, Bakery"
21639,"Burritos, Fast Food, Mexican"
21640,"Fast Food, American, Family Meals, Family Friendly"
21641,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
21642,"American, Family Meals, Group Friendly"
21643,"Sandwich, American"
21644,"Healthy, Salads, Soup"
21645,"Comfort Food, American, Wings"
21646,"Mexican, New Mexican"
21647,"Burgers, American, Sandwiches"
21648,"BBQ, Chicken, Seafood, Hawaiian, Comfort Food, Asian, Asian Fusion"
21649,"Mediterranean, Greek, Vegetarian"
21650,"Vietnamese, Asian, South East Asian"
21651,"Bakery, Pastry, Breakfast and Brunch"
21652,"Chinese, Noodles, Asian"
21653,"Asian, Korean, Japanese"
21654,"Korean, Asian, BBQ"
21655,"BBQ, Breakfast and Brunch, Family Meals"
21656,"Asian Fusion, Asian, Chinese, Noodles"
21657,"Korean, Fried Chicken, Sandwiches"
21658,Sandwich
21659,"Mexican, Desserts, Burgers, Family Meals"
21660,"Breakfast, Brunch"
21661,"Bakery, Comfort Food, Donuts"
21662,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21663,"Italian, Pasta, Comfort Food, Family Meals"
21664,"Indian, Chinese, Vegetarian, Healthy"
21665,"Indian, Indian Curry, South Asian"
21666,"Asian Fusion, Sushi, Japanese"
21667,"Asian, Pho, Desserts"
21668,"Thai, Noodles, Desserts, Seafood"
21669,"Dinner, Healthy, Salads"
21670,"Chinese, Asian, Cantonese, Family Meals"
21671,"Mediterranean, Greek"
21672,"Vietnamese, Asian, Salads, Noodles, Healthy"
21673,"Indian, Vegetarian, Asian, Healthy"
21674,"Asian, Noodles"
21675,"Pizza, Wings, Desserts, Sandwiches"
21676,"Mediterranean, Halal, Burgers"
21677,"Chicken, Salads, Mexican, Healthy"
21678,Sandwich
21679,"Chinese, Asian, Asian Fusion"
21680,"Italian, Pasta, Pizza"
21681,"Asian Fusion, Asian, Korean"
21682,"Asian, Chinese, Family Meals"
21683,"Halal, Gyro, Mediterranean"
21684,"Chicken, Sandwich"
21685,"Japanese, Asian, Sushi"
21686,Pizza
21687,"Vietnamese, Sandwich, Salads"
21688,Hawaiian
21689,"Seafood, American, Southern"
21690,"American, Bar Food, Traditional American"
21691,"Mexican, Latin American, New Mexican"
21692,"Mexican, Latin American, New Mexican"
21693,"Mexican, Latin American, New Mexican"
21694,"Seafood, American, Southern"
21695,"Fast Food, Sandwich, Salads, Traditional American, Healthy"
21696,"American, Sandwich"
21697,"Mexican, Latin American, New Mexican"
21698,"Mexican, Latin American, New Mexican"
21699,"Burgers, American, Sandwiches"
21700,"Burgers, American, Sandwiches"
21701,"Breakfast and Brunch, American, Sandwiches"
21702,"Sandwich, American"
21703,"BBQ, American, Chicken"
21704,"Sandwiches, American, Healthy"
21705,"Breakfast and Brunch, American, Sandwiches"
21706,"American, Fast Food, Burgers"
21707,"Hawaiian, Sushi, Vegetarian"
21708,"Mexican, Latin American, New Mexican"
21709,"American, Burgers, Sandwich"
21710,"pizza, American, Italian"
21711,"American, Wings, Chicken"
21712,"Mexican, Latin American, New Mexican, French tacos, Burritos, Comfort Food"
21713,"Wings, American, Burgers, Family Meals, Chicken"
21714,"Burgers, American, Sandwiches, Desserts"
21715,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21716,"American, Burgers, Sandwiches, Chicken, Desserts"
21717,"American, burger, Family Meals"
21718,"Burgers, American, Sandwiches"
21719,"Seafood, American, Southern"
21720,"New American, Mediterranean, Sandwiches"
21721,"American, Burgers, Sandwich"
21722,"American, Burgers, Chicken"
21723,"pizza, Sandwich, American"
21724,"Pizza, Italian, Traditional American, Wings"
21725,"American, Burgers"
21726,"American, Fast Food, Burgers"
21727,"American, Burgers, Breakfast and Brunch"
21728,"Burgers, American, Sandwiches, Desserts"
21729,"Burgers, Fast Food, Burgers, Sandwiches, American"
21730,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
21731,"American, Mediterranean, Family Friendly, Group Friendly"
21732,"Seafood, Sandwich, Street Food, Family Friendly"
21733,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea, Group Friendly"
21734,"Latin American, Mexican, New American, Family Meals, Family Friendly"
21735,"American, Salads, Desserts, Family Meals, Healthy, Family Friendly, Group Friendly"
21736,"Italian, Family Friendly, Exclusive to Eats"
21737,"Noodles, Rice-bowls, Japanese, Family Friendly"
21738,"Peruvian, Mexican, Spanish, Family Meals, Family Friendly"
21739,"Burgers, American, Sandwiches, Family Friendly"
21740,"Italian, Pasta, Comfort Food, Family Friendly"
21741,"Japanese, Sushi, Seafood, Family Friendly, Group Friendly"
21742,"Breakfast and Brunch, American, Sandwiches, Family Friendly"
21743,"Mexican, Latin American, New Mexican, Family Friendly"
21744,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food, Group Friendly"
21745,"American, Fast Food, Burgers, Group Friendly"
21746,"Sushi, Asian, Japanese, Allergy Friendly"
21747,"Chicken, American, Sandwich, Affordable Meals, Kids Friendly, Family Friendly, Family Meals, Chicken, Chicken, Fried Chicken, Fried Chicken, Comfort Food, Comfort Food, Desserts, Desserts, American, Snacks, Sandwich, Sandwiches, Wings"
21748,"Mexican, Mediterranean, Latin American, Allergy Friendly"
21749,"American, Traditional American, Breakfast and Brunch, Family Meals, Family Friendly"
21750,"Italian, pizza, Family Friendly"
21751,"Japanese, Asian, Sushi, Family Friendly"
21752,"Thai, Asian, Noodles, Family Friendly"
21753,"Seafood, American, Family Meals, Family Friendly"
21754,"American, Breakfast and Brunch, Sandwich, Family Friendly"
21755,"American, Fast Food, wings, Family Meals, Family Friendly"
21756,"Mexican, Vegetarian Friendly, Salads, Tex Mex, Seafood, Kids Friendly, Healthy, Family Friendly, Exclusive to Eats"
21757,"American, Halal, Vegetarian Friendly"
21758,"BBQ, American, Burgers, Allergy Friendly"
21759,"Indian, Vegetarian, Asian, Healthy, Allergy Friendly"
21760,"Pizza, Allergy Friendly, Family Friendly"
21761,"Italian, Family Meals, Family Friendly"
21762,"Burgers, American, Sandwiches, Family Friendly"
21763,"Pizza, Wings, Desserts, Family Friendly, Sandwiches"
21764,"Burgers, American, Sandwiches"
21765,"Breakfast and Brunch, Comfort Food, Group Friendly"
21766,"Italian, Sandwich, Pizza, Family Friendly, Wings"
21767,"Asian, Vietnamese, Vegetarian Friendly"
21768,"Chinese, Asian, Healthy, Family Meals, Family Friendly, Group Friendly"
21769,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly"
21770,"Alcohol, Drinks, Wine"
21771,"Burgers, American, Sandwiches, Alcohol"
21772,"Mexican, Tex Mex, Breakfast and Brunch, Family Friendly, Alcohol"
21773,"Burgers, American, Sandwiches, Alcohol"
21774,"American, Burgers, Sandwiches, Alcohol"
21775,"New American, American, Breakfast and Brunch, Family Meals, Group Friendly, Alcohol"
21776,"Alcohol, Liquor Stores, Wine"
21777,"African: Other, BBQ, Pasta, Black-owned"
21778,"African: Other, Seafood, Healthy"
21779,"Asian, Desserts, Coffee and Tea"
21780,"Breakfast and Brunch, American, Sandwiches"
21781,"Asian Fusion, Asian, Korean"
21782,"American, Breakfast and Brunch, Desserts"
21783,"Coffee and Tea, American, Breakfast and Brunch"
21784,"Mexican, Latin American, New Mexican, Healthy"
21785,"French, Breakfast and Brunch, Family Friendly"
21786,"Coffee and Tea, American, Breakfast and Brunch"
21787,"Juice and Smoothies, Vietnamese, Asian"
21788,"Breakfast and Brunch, American, Sandwiches"
21789,"Breakfast and Brunch, Family Friendly, Family Meals"
21790,"Cupcakes, Ice Cream + Frozen Yogurt, Desserts"
21791,"Asian, Desserts, Bubble Tea"
21792,"Comfort Food, Cajun, Seafood, Asian Fusion"
21793,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21794,"Healthy, Ice Cream + Frozen Yogurt, Juice and Smoothies"
21795,"Juice and Smoothies, Healthy, Vegan Friendly"
21796,"Coffee and Tea, Healthy, Drinks, Bubble Tea"
21797,"Burgers, American, Sandwiches"
21798,"American, Bar Food, Sandwich, Burgers"
21799,"Burgers, Chicken, Wings, Family Meals"
21800,"Asian, Desserts, Juice and Smoothies"
21801,"Bakery, Desserts, Kids Friendly, Comfort Food"
21802,"Bubble Tea, Coffee and Tea, Asian, American"
21803,"Desserts, Ice Cream + Frozen Yogurt"
21804,"Ice Cream + Frozen Yogurt, Desserts, Coffee and Tea"
21805,"Desserts, Coffee and Tea"
21806,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken"
21807,"Deli, Salads, Sandwich, Healthy"
21808,"New American, Juice and Smoothies, Fast Food, Healthy"
21809,"Alcohol, Wine, Drinks, Liquor Stores"
21810,"Pizza, Italian, Sandwich, Wings"
21811,"American, Breakfast and Brunch, Desserts"
21812,"Alcohol, Drinks, Liquor Stores"
21813,"Sandwich, Soup"
21814,Desserts
21815,"American, Healthy, Juice and Smoothies"
21816,"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American, Alcohol"
21817,"Asian, Desserts, Juice and Smoothies"
21818,"American, burger, Fast Food, Family Meals"
21819,"American, Barfood, Wings, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food, Sandwich"
21820,"Mexican, Latin American, New Mexican, Exclusive to Eats"
21821,"Burgers, American, Sandwiches"
21822,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy"
21823,"Burgers, American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy, Family Friendly"
21824,Fast Food
21825,"Healthy, Mexican"
21826,"Vietnamese, Noodles, Healthy"
21827,"Sushi, Japanese"
21828,"American, Burgers, Comfort Food, Family Meals"
21829,"Burgers, American, Sandwiches"
21830,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food"
21831,"Wings, Asian, Chicken, Family Friendly"
21832,"American, Pizza, Comfort Food"
21833,"American, Bar Food, Wings, Chicken, Burgers, Alcohol"
21834,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals"
21835,"Burgers, American, Sandwiches, Desserts"
21836,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
21837,"American, burger, Fast Food"
21838,"Burritos, Fast Food, Mexican"
21839,"American, Burgers, Fast Food"
21840,"Sandwich, American"
21841,"Italian, Pizza, Pasta"
